SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-504595,Product 4596,Home & Living,Apex Supply,558,51,35.96,WH-SYD,2024-07-07,In Stock
SKU-504596,Product 4597,Electronics,Global Parts,751,-10,606.24,WH-BNE,09-12-2025,In Stock
SKU-504597,Product 4598,office supplies,Nova Wholesale,786,98,9999999,SYD,26/03/2026,LOW STOCK 
SKU-504598,Product 4599,Home,Apex,673,50,1173.56,WH-MEL,12-25-2022,In Stock
SKU-500333,Product 4600,Accessories,Metro Goods,459,82,317.14,WH-MEL,2022/08/31,In Stock
SKU-504600,Product 4601,Home & Living,PrimeSource,,120,"1.299,50",WH-BNE,02-20-2022,In Stock
SKU-504601,Product 4602,Electronics,Apex Supply,815,73,9999999,WH-ADE,2023-12-30,In Stock
SKU-504602,Product 4603,Home, Global Parts,158,76,632.79,WH-SYD,04-14-2024,1
SKU-504603,Product,Electronics,unknown,132,64,1667.33,WH-BNE,24 May 2025,Available
SKU-504604,Product 4605,ELECTRONICS ,PrimeSource,228,120,AUD 500,WH-MEL,2023/01/13,In Stock
SKU-504605,product 4606,soft ware,Nova Wholesale,585,21,USD 120,SYD,07 May 2026,In Stock
SKU-504606,Product 4607,Electronics,Vertex Trading,619,34,-250,WH-MEL,13.05.2026,In Stock
SKU-504607,Product 4608,electronics,Metro Goods,859,29,2261.92,WH-PER,09/04/2022,N/A
SKU 504608,Product 4609,Software,unknown,"1,200",15,1101.83,N/A,99-99-9999,In Stock
SKU-504609,Product 4610,,PrimeSource,667,50 units,2495.61,WH-PER,13/13/26,LOW STOCK 
SKU-504610,Product 4611,accessory,Apex,779,150,1311.93,WH-PER,2022-02-20,In Stock
SKU-504611,Product 4612,electronic,PrimeSource,464,"1,000",$99.99,WH-BNE,2026-01-02,In Stock
SKU-504612,Product 4613,electronics,Global Parts,0.5,127,1706.52,WH-BNE,null,In Stock
SKU-504613,Product 4614,Accessories,PrimeSource,715,72,465.67,WH-BNE,31/02/2026,In Stock
SKU-504614,Product 4615,accessory,Apex Supply,2,0,436.09,WH-PER,11.04.2021,N/A
SKU-504615,Product 4616,Home,123,178,99,,WH-ADE,08 Jan 2025,In Stock
SKU-504616,Product,soft ware,Nova Wholesale,N/A,9999,1023.11,Sydney Warehouse,13/13/26,In Stock
SKU-504617,Product 4618,Software,Apex Supply,,59,1415.91,,01-05-2024,In Stock
SKU-504618,Product 4619,Software,PrimeSource,675,77,986.98,WH-SYD,16 Jan 2022,In Stock
SKU-504619,Product 4620,Accessories,Nova Wholesale,400,27,587.53,unknown,missing,In Stock
SKU-504620,Product 4621,Electronics,Global Parts,500 units,123,1807.02,WH-ADE,04 Jan 2024,low
SKU-504621,123456,Office,Nova Wholesale,826,93,1005.61,WH-ADE,04-05-2025,In Stock
sku-504622,Product 4623,Accessories ,Vertex Trading,416,42,354.69,WH-BNE,03 Aug 2023,In Stock
N/A,Product 4624,Home,Nova Wholesale,803,149,1539.11,WH-MEL,2025-04-28,In Stock
SKU-502227,Product 4625,Home,Global Parts,ten,50 units,2010.07,WH-SYD,30 Mar 2025,In Stock
SKU-504625,Product 4626,Accessories ,Apex Supply,252,28,569.8,WH-MEL,01 Jul 2024,Not Available
SKU-502100,???,electronic,123,707,20,1755.18,WH-BNE,2025-02-16,N/A
12345,Product 4628,Accessories,,,51,9999999,WH-MEL,99-99-9999,In Stock
SKU-????,Product 4629,Home,Metro Goods,862,125,2295.57,WH-PER,2023-10-08,In Stock
SKU-504629,Product 4630,Home & Living,Apex Supply,537,9999,1158.32,WH-PER,2025/05/08,LOW STOCK 
SKU-504630,Product 4631,Accessories,Global Parts,146,70,870.1,WH-BNE,10-25-2022,In Stock
N/A,Product 4632,Home,Metro Goods,655,NaN,2298.76,WH-BNE,11 Nov 2024,In Stock
SKU-504632,Product 4633,Accessories,,346,78,712.2,WH-PER,17.01.2024,in stock
SKU-504633,Product 4634,Software,Global Parts,411,twenty,"1,299.50",WH-bne,04.03.2025,Available
SKU-504634,123456,Home,Vertex Trading,65,29,1167.64,WH-MEL,11.03.2023,In Stock
SKU-504635,N/A,Accessories,,540,47,$99.99,WH-BNE,07-29-2022,In Stock
SKU-504636,Product 4637,,unknown,311,110,1964.57,ADE,2023/08/06,In Stock
SKU-504637,Product 4638,Home,Metro Goods,591,138,2342.42,WH-ADE,2023-10-31,In Stock
SKU-504638,Product 4639,Home,Nova Wholesale,91,22,353.3,WH-PER,01 Sep 2024,low
SKU-504639,Product 4640,Electronics,Nova Wholesale,729,1O,1284.79,WH-BNE,08 Aug 2023,In Stock
SKU-504640,Product 4641,Software,,23,148,$99.99,WH-MEL,2021-10-23,Low Stock
SKU-503053,Product 4642,Home,Metro Goods,614,9999,258.41,ADE,18.01.2026,LOW STOCK 
NULL,Product 4643,Software,,708,47,10O.50,WH-SYD,21 Jun 2021,In Stock
SKU-504643,Unknown Item,soft ware,Vertex Trading,"1,200",29,2299.39,WH-SYD,30 May 2022,In Stock
SKU-504644,Product 4645,office supplies,Apex,294,twenty,411.88,wh-per ,2026-02-31,In Stock
SKU-504645,Product 4646,Home,Metro Goods,596,50 units,252.42,WH-PER,01-10-2026,In Stock
SKU-504646,???,electronics,PrimeSource,NaN,26,486.58,WH-PER,2025-06-27,In Stock
SKU 504647,Product 4648,Home,Vertex Trading,539,20,9999999,WH-BNE,11/04/2026,In Stock
SKU-504648,Product 4649,Accessories,Vertex Trading,794,114,376.07,N/A,12/03/2023,LOW STOCK 
12345,Product 4650,Home,PrimeSource,90,131,1416.98,WH-BNE,2026-13-44,Low Stock
SKU-504650,Product 4651,Office,Vertex Trading,500 units,15,564.31,WH-SYD,03/08/2022,In Stock
SKU-504651,Product 4652,Office,Apex Supply,27,58,703.81,ADE,05-01-2023,N/A
SKU-504652,Product 4653,Home,123,406,9999,2476.67,WH-MEL,01/03/2026,In Stock
SKU-504653,Product 4654,Home,Vertex Trading,26,35,9999999,WH-PER,17 Dec 2021,INSTOCK
SKU-504654,Product 4655,Unknown,unknown,999999,twenty,1509.46,Sydney Warehouse,not-a-date,Low Stock
SKU-504655,Product 4656,Home,Metro Goods,478,NaN,USD 120,wh-per ,12 Aug 2026,In Stock
SKU-504656,???,Electronics,Metro Goods,NaN,62,359.31,WH-SYD,31/02/2026,In Stock
SKU-504657,Product 4658,Software,unknown,347,127,AUD 500,WH-ADE,2022/04/10,In Stock
SKU-504658,,N/A,PrimeSource,629,103,242.56,WH-PER,14 Oct 2023,In Stock
SKU-504084,???,Home,Global Parts,241,NaN,1118.14,wh-per ,29.12.2023,In Stock
SKU-504660,Product 4661,Home,Nova,827,63,729.68,WH-BNE,17.04.2021,In Stock
SKU-504661,Product 4662,Home,Vertex Trading,364,42,AUD 500,WH-PER,2022/12/11,In Stock
SKU-504662,Product 4663,Accessories ,GlobalParts,417,66,425.05,WH-MEL,2023/07/16,In Stock
sku-504663,Product 4664,Home,PrimeSource,722,108,764.01,WH-ADE,18 Mar 2021,in stock
SKU-504664,Product 4665,Home,123,N/A,NaN,-250,WH-PER,03-22-2026,In Stock
SKU-504665,Product 4666,Software,Global Parts,,0,1302.13,wh-per ,19.12.2024,LOW STOCK 
SKU-504666,Product,electronics,PrimeSource,N/A,109,,WH-bne,2024/05/02,In Stock
SKU-504667,Product 4668,Software,Apex Supply,53,57,436.79,WH-MEL,08 Apr 2023,Low Stock
SKU-504668,Product 4669,Software,Nova Wholesale,315,-10,FREE,WH-MEL,03 Feb 2021,In Stock
SKU-504669,Product 4670,Office,Global Parts,481,110,2023.41,Warehouse 1,2022/06/17,In Stock
SKU-504670,Product 4671,Accessories,Nova,144,50 units,1667.76,WH-SYD,18/07/2022,In Stock
sku-504671,Product 4672,Electronics,Metro Goods,241,19,"2 500,00",WH-BNE,30 Jan 2021,In Stock
SKU-504672,Product 4673,Accessories,Apex,0.5,140,"2 500,00",WH-PER,01-28-2023,In Stock
SKU-504673,Product 4674,Unknown,Metro Goods,217,55,1643.01,WH-MEL,2025/06/18,In Stock
SKU-504674,Product 4675,Unknown,Global Parts,622,140,"2 500,00",Warehouse 1,2022-09-27,In Stock
SKU-504675,,office supplies,Vertex Trading,ten,50 units,1572.62,WH-MEL,25/01/2026,In Stock
SKU-504676,Product 4677,Accessories,Metro Goods,ten,,9999999,WH-SYD,2026/03/02,In Stock
SKU-504677,???,Accessories,123,317,27,2050.38,WH-MEL,30 Sep 2026,In Stock
sku-504678,Unknown Item,Electronics,PrimeSource,234,50 units,$99.99,WH-SYD,2021/08/12,Not Available
N/A,Product 4680,Home,Global Parts,251,82,75.14,WH-SYD,30.08.2023,In Stock
SKU-504680,Product 4681,Software,Nova Wholesale,1O0,43,USD 120,WH-BNE,16 Dec 2025,in stock
SKU 504681,Product 4682,Office,GlobalParts,-50,1O,955.92,ADE,10 Jan 2026,In Stock
SKU-504682,Product 4683,accessory,unknown,624,90,USD 120,WH-SYD,2025/00/12,N/A
SKU-504683,Product 4684,Electronics,N/A,ten,91,FREE,WH-SYD,99-99-9999,Available
SKU-503746,Product 4685,Office,  Metro Goods  ,ten,150,1255.59,N/A,17/08/2023,0
SKU-504573,123456,Software,Vertex Trading,16,79,1763.94,WH-BNE,unknown,Low Stock
SKU-504686,Product 4687,Accessories,Vertex Trading,547,twenty,787.96,WH-MEL,missing,N/A
SKU-504687,Product 4688,Office,Apex Supply,641,-10,1464.11,WH-SYD,16/02/2024,In Stock
SKU-504688,Product 4689,Unknown,Vertex Trading,791,49,173.15,N/A,21 May 2021,outofstock
SKU-504689,Product 4690,Software,PrimeSource,346,140,1253.27,WH-MEL,2021/09/09,In Stock
SKU 504690,product_name,Home & Living,Nova Wholesale,257,19,$99.99,WH-BNE,NA,OOS
sku-504691,Product 4692,Electronics, Vertex Trading,364,63,AUD 500,WH-ADE,2021-08-14,In Stock
SKU-504692,Product 4693,Home,Prime Source,"1,200",122,2464.13,WH-BNE,30 Sep 2023,In Stock
SKU-504693,Product 4694,Accessories,GlobalParts,N/A,87,533.64,WH-PER,07 Oct 2025,In Stock
sku-504694,Product 4695,Software,Metro Goods,312,90,2368.66,WH-bne,Feb 30 2025,In Stock
,Product 4696,Electronics,N/A,N/A,9999,2210.59,WH-SYD,04/07/2022,In Stock
SKU-504696,Product 4697,Home,Nova,743,,2327.59,WH-PER,13/03/2024,In Stock
SKU-504697,Product 4698,Office,Global Parts,1O0,83,517.14,WH-BNE,13/04/2021,In Stock
SKU-504698,Product 4699,Electronics,PrimeSource,747,103,-250,WH-BNE,2026-02-31,In Stock
SKU-504699,Product 4700,Accessories,Metro Goods,-50,25,,WH-PER,03.07.2026,In Stock
12345,N/A,Software,Global Parts,15,29,2163.48,SYD,03-15-2021,INSTOCK
SKU-504701,Product 4702,Home,Prime Source,999999,9999,2328.33,WH-SYD,24 Jan 2021,In Stock
SKU-????,product 4703,Accessories,123,49,59,USD 120,WH-MEL,2022/03/14,unknown
SKU-504703,123456,office supplies,Nova,275,62,725.77,SYD,17 Oct 2024,
SKU 504704,N/A,Software,Global Parts,496,33,1996.4,WH-SYD,27 Aug 2026,In Stock
SKU-504705,Product 4706,Software,Global Parts,536,23,$99.99,,23/03/2024,In Stock
SKU-????,Product 4707,Accessories,Nova Wholesale,999999,62,1755.19,WH-ADE,07.01.2025,LOW STOCK 
SKU-504707,Product 4708,Home,Nova,472,57,1447.14,WH-PER,2023-08-30,In Stock
SKU-504708,,Software,PrimeSource,1O0,,"1,299.50",WH-PER,20/08/2022,In Stock
SKU-504709,product_name,Software,,562,32,AUD 500,WH-PER,2024/01/15,unknown
SKU-501462,Product 1463,Home & Living,unknown,500 units,87,$99.99,WH-SYD,28 Oct 2023,low
SKU-504711,Product 4712,Home,Vertex Trading,500 units,98,1009.98,Sydney Warehouse,13/13/26,INSTOCK
12345,Product 4713,Accessories,Nova Wholesale,-50,118,1364.75,Melbourne WH,2021-08-07,In Stock
SKU-504713,Product 4714,Accessories,Nova Wholesale,-50,29,2470.73,WH-ADE,13/13/26,in stock
SKU-504714,Product 4715,Electronics,Vertex Trading,N/A,105,1917.69,WH-PER,none,In Stock
SKU-504715,N/A,OFFICE,Metro Goods,883,NaN,10O.50,ADE,15 Nov 2024,In Stock
SKU-504716,Product,Home,Nova,0.5,92,"1.299,50",WH-MEL,25/08/2022,LOW STOCK 
SKU-504717,Product 4718,Office,Nova Wholesale,545,9999,7.77,WH-ADE,   ,1
SKU-504718,Product 4719,Electronics,Metro Goods,NaN,0,USD 120,WH-PER,14 May 2023,in stock
SKU-504719,Product 4720,Accessories,Apex Supply,N/A,131,75.68,,2022/08/06,In Stock
SKU 504720,Product 4721,Electronics,unknown,232,40,1839.94,WH-ADE,05 Apr 2024,In Stock
SKU-504721,  Product 4722  ,office supplies,Apex Supply,817,96,2249.66,WH-ADE,none,outofstock
SKU-504722,Product 4723,Software,Vertex Trading,N/A,"1,000",10O.50,WH-SYD,06-02-2024,In Stock
SKU-501215,product_name,Home,Metro Goods,160,73,USD 120,WH-MEL,Feb 30 2025,In Stock
12345,N/A,Software,Apex Supply,209,NaN,N/A,WH-MEL,NA,In Stock
SKU-504725,Product 4726,ELECTRONICS ,Apex Supply,515,59,1614.45,WH-ADE,2024/05/25,In Stock
NULL,Product 4727,Home,Nova Wholesale,NaN,135,10O.50,ADE,31/02/2026,outofstock
SKU-504727,Product 4728,Software,Vertex Trading,,146,"1.299,50",WH-MEL,01/12/2025,In Stock
SKU-502955,Product 4729,Home & Living,Apex Supply,228,20,-250,WH-BNE,2021/02/17,In Stock
SKU-504729,Product 4730,Home,Apex Supply,139,108,2301.78,ADE,13/11/2022,In Stock
SKU-504730,Product 4731,accessory,,716,68,-250,WH-SYD,09.04.2026,low
SKU-504731,Product 4732,Software,Apex Supply,574,twenty,"1.299,50",WH-PER,2021/12/31,In Stock
SKU-504732,123456,electronic,PrimeSource,ten,35,190.22,N/A,2025-05-29,In Stock
,product_name,electronic,Nova Wholesale,55,-10,"1,299.50",WH-SYD,21/05/2026,LOW STOCK 
SKU-504734,Product 4735,Accessories,Global Parts,459,63,149.57,WH-SYD,2021-01-20,In Stock
SKU-504735,Unknown Item,Accessories,123,50,0,223.89,WH-BNE,28 Aug 2024,0
SKU-504736,Product 4737,Software,Global Parts,114,56,-250,WH-SYD,2024/09/06,In Stock
SKU-504737,Product 4738,OFFICE,GlobalParts,791,NaN,10O.50,WH-MEL,not-a-date,In Stock
SKU-504738,Product 4739,Home,PrimeSource,440,20,195.05,WH-BNE,31/02/2026,In Stock
SKU-504739,Product 4740,Software,Nova Wholesale,21,112,FREE,WH-ADE,12/10/2021,Low Stock
SKU-504740,Product,Software,Vertex Trading,999999,63,1576.6,WH-ADE,2026/04/02,in stock
SKU-????,Product 4742,Electronics,Apex Supply,500 units,92,2439.52,WH-ADE,2025/03/26,In Stock
SKU-500213,Product 4743,Home,123,254,89,1342.95,Melbourne WH,17/05/2024,In Stock
SKU-504743,Product 4744,ELECTRONICS ,,267,109,1331.85,WH-PER,20 May 2022,N/A
SKU-504744,Product 4745,Office,Nova Wholesale,599,125,2461.78,WH-SYD,2025-05-30,In Stock
SKU 504745,Product 4746,Accessories,Apex Supply,82,136,"1,299.50",WH-SYD,18.10.2023,Low Stock
12345,Product 4747,Unknown,Global Parts,NaN,twenty,1034.64,unknown,2026/05/18,In Stock
SKU-504747,product_name,OFFICE,Apex Supply,216,115,"2 500,00",ADE,03/03/2021,low
SKU-504748,Product 4749,Electronics,Vertex Trading,891,149,,Warehouse 1,2026/06/09,In Stock
SKU-504749,Product 4750,Accessories ,Apex Supply,123,1O,"2 500,00",WH-SYD,03-16-2021,low
SKU 504750,Product 4751,Home,Vertex Trading,691,26,1625.48,WH-MEL,10/02/2026,In Stock
SKU-????,Product 4752,Software,PrimeSource,769,38,,WH-ADE,15.11.2022,In Stock
SKU-501607,Product 4753,Electronics,Apex Supply,719,105,1968.55,ADE,N/A,unknown
SKU-504753,Product 4754,Home,Nova Wholesale,619,55,10O.50,WH-bne,22 Apr 2023,
,Product 4755,Software,Nova Wholesale,766,49,USD 120,N/A,unknown,In Stock
SKU-504755,Product 4756,Electronics,PrimeSource,879,34,1441.23,Melbourne WH,03-18-2022,In Stock
SKU-504756,Product 4757,Accessories,Metro Goods,-1,71,813.41,WH-PER,00/00/0000,In Stock
SKU-504757,Product 4758,Office,Global Parts,263,52,1679.68,WH-BNE,22/07/2021,In Stock
SKU-504758,Product 4759,Home,Global Parts,680,58,"1.299,50",WH-BNE,2021-07-04,In Stock
SKU-504759,Product 4760,soft ware,PrimeSource,407,47,N/A,Sydney Warehouse,2024/12/19,LOW STOCK 
SKU-504760,Product 4761,Unknown,N/A,532,NaN,1110.46,Melbourne WH,21.06.2021,in stock
SKU-504761,???,Home,Vertex Trading,44,31,2352.06,WH-ADE,28.01.2023,In Stock
SKU-504762,Product 4763,electronic,123,108,111,-250,WH-bne,26.05.2021,Low Stock
SKU-504763,Product 4764,Software,Global Parts,57,0,1473.72,,25 Apr 2021,OOS
SKU-504764,Product 4765,Home,Global Parts,757,20,1730.6,Sydney Warehouse,07/05/2021,In Stock
SKU-504765,Product 4766,accessory,Global Parts,806,143,$99.99,WH-PER,07/11/2021,Available
SKU-504766,Product 4767,Home,Vertex Trading,892,,969.88,WH-ADE,2025/00/12,In Stock
SKU-504767,Product 4768,Office,Vertex Trading,674,"1,000",490.19,WH-BNE,30.08.2023,In Stock
12345,???,ELECTRONICS ,Nova Wholesale,N/A,9999,1432.37,Warehouse 1,2025/10/06,In Stock
SKU-504769,Product 4770,Office,GlobalParts,500 units,80,1530.28,WH-BNE,04-04-2023,In Stock
SKU-504770,Product 4771,Home,Metro Goods,151,30,874.43,WH-BNE,31/02/2026,In Stock
SKU-504771,Product 4772,Accessories,Global Parts,675,67,9999999,WH-ADE,2023-06-24,In Stock
sku-504772,Product 4773,Software,Metro Goods,500 units,19,"1,299.50",WH-BNE,Feb 30 2025,OOS
SKU-504773,Product 4774,electronic,Vertex Trading,"1,200","1,000",325.58,WH-ADE,null,In Stock
SKU-????,Product 4775,Office,Vertex Trading,180,126,FREE,Warehouse 1,30 Sep 2022,INSTOCK
SKU-504775,Product 4776,Office,Apex Supply,0,91,2125.48,WH-PER,03/11/2021,Out of Stock
SKU 503222,Product 3223,Office,GlobalParts,125,35,1936.51,WH-BNE,24/08/2024,OOS
SKU-504777,N/A,Electronics,PrimeSource,811,150,359.91,WH-ADE,26.06.2026,In Stock
SKU-504778,Product 4779,Electronics,Nova Wholesale ,749,16,1726.15,WH-SYD,2022/05/06,1
N/A,Product 4780,Office,PrimeSource,762,-10,-250,WH-SYD,2026-04-20,In Stock
SKU-504780,Product 4781,Accessories,Nova Wholesale,381,90,1566.9,Melbourne WH,11.12.2024,unknown
SKU-504781,N/A,Unknown,Global Parts,833,49,835.56,WH-ADE,16 Oct 2021,In Stock
SKU-504782,Product 4783,Electronics,PrimeSource,193,146,1929.07,WH-bne,2021-12-21,In Stock
SKU-504783,Product 4784,Electronics,N/A,696,141,1247.9,WH-SYD,09-20-2023,unknown
SKU-504784,N/A,Office,Nova Wholesale,445,34,AUD 500,WH-BNE,NA,In Stock
SKU-504785,123456,Accessories,Apex,107,108,1538.84,WH-bne,07-20-2023,Low Stock
SKU-504786,Product 4787,Electronics,Vertex Trading,239,109,894.54,unknown,00/00/0000,LOW STOCK 
NULL,product_name,Accessories,Nova,999999,48,818.18,WH-SYD,,In Stock
SKU-504788,Product 4789,Accessories,Vertex Trading,500,50 units,-250,WH-BNE,10 May 2023,In Stock
NULL,Product 4790,Electronics,Metro Goods,135,,449.99,ADE,06/04/2022,In Stock
,Product 4791,Accessories,PrimeSource,767,9999,544.05,WH-MEL,2026-13-44,In Stock
SKU-503913,Product 3914,Software,unknown,7,141,"1.299,50",wh-per ,-,Low Stock
SKU-504792,product_name,Home,Apex Supply,380,NaN,10O.50,WH-SYD,10-12-2023,In Stock
SKU-504793,Product 4794,Unknown,PrimeSource,733,114,1685.09,Warehouse 1,2024-10-15,N/A
SKU-504794,Product 4795,Software,Vertex Trading,"1,200",117,523.29,WH-ADE,06-23-2025,In Stock
SKU-504795,Product 4796,Software,PrimeSource,0.5,51,9999999,N/A,06/09/2022,In Stock
SKU-504796,Product 4797,Home,  Vertex Trading  ,222,20,FREE,WH-BNE,31.07.2026,In Stock
SKU-504797,Product 4798,Accessories,Nova Wholesale,ten,76,1427.11,WH-bne,10-21-2024,low
SKU-504798,Product 4799,Electronics,PrimeSource,557,"1,000",1946.06,WH-BNE,25 Sep 2025,Available
SKU-504799,???,Accessories ,Vertex Trading,500 units,NaN,31.62,Warehouse 1,03-20-2024,unknown
sku-502547,Product 2548,Software,Global Parts,704,46,1944.51,WH-MEL,2021/10/26,LOW STOCK 
SKU-504801,Product 4802,Accessories,Apex Supply,252,63,1296.19,Sydney Warehouse,22/04/2024,In Stock
SKU 504802,Product 4803,Software,Apex Supply,6,50 units,-250,SYD,null,
SKU-504803,Product 4804,electronic,Vertex Trading,500 units,-10,756.95,WH-bne,31/02/2026,In Stock
SKU-504804,Product 4805,Office,Apex,775,129,1493.75,N/A,2022-01-23,In Stock
SKU-504805,Product 4806,electronic,PrimeSource,355,27,1985.75,WH-BNE,09.09.2026,OOS
SKU-504806,Product 4807,Software,Vertex Trading,343,89,1048.13,WH-PER,31/02/2026,
SKU-504807,Product 4808,Electronics,Apex Supply,542,135,1822.0,WH-ADE,11 Oct 2024,In Stock
SKU-504808,N/A,Accessories,PrimeSource,261,,137.32,WH-BNE,missing,In Stock
SKU-504809,Product 4810,Software,Metro Goods,790,18,2233.33,Warehouse 1,13/02/2026,In Stock
SKU-504810,Product 4811,Accessories,Global Parts,598,43,1551.66,WH-BNE,13.03.2023,In Stock
,Product 4812,Office,Nova Wholesale,861,1O,1736.92,WH-bne,2022-10-03,In Stock
SKU-504812,???,Home,Nova Wholesale,326,100,"1.299,50",WH-SYD,17/12/2021,In Stock
SKU-504813,Product 4814,electronic,PrimeSource,0.5,88,2460.04,WH-SYD,2022-04-16,In Stock
SKU-504814,Product 4815,Software,unknown,0.5,9999,1023.86,Melbourne WH,24 May 2026,1
SKU-504815,Product 4816,Home,Apex,430,19,"1.299,50",WH-PER,14 Jul 2023,
SKU-504816,123456,Software,Metro Goods,531,40,2496.71,N/A,14/09/2022,In Stock
SKU-504817,123456,Office,Global Parts,224,55,2173.33,Warehouse 1,30 Jul 2024,0
SKU-504818,Unknown Item,Home,Vertex Trading,,76,380.59,wh-per ,12-04-2022,outofstock
SKU-504819,Product 4820,Software,Apex Supply,447,57,2203.84,WH-PER,2025/00/12,low
SKU-504820,Product 4821,Office,Metro Goods,534,134,AUD 500,WH-PER,2021/05/31,In Stock
SKU-504821,Product 4822,Software,Vertex Trading,569,143,"2 500,00",WH-MEL,2026-02-31,In Stock
SKU-504822,Product 4823,Office,Nova Wholesale,133,31,"2 500,00",wh-per ,Feb 30 2025,unknown
SKU-504823,Product 4824,Home & Living,Vertex Trading,226,126,2106.62,WH-MEL,NULL,In Stock
sku-504824,Product 4825,Office,Metro Goods,426,131,709.97,WH-PER,2026-02-31,In Stock
SKU-504825,Product 4826,Office,Nova Wholesale,582,28,2365.72,WH-ADE,2023/05/26,low
SKU-504826,Product 4827,Office,Apex Supply,485,82,347.51,WH-MEL,00/00/0000,In Stock
SKU-504827,product_name,Unknown,PrimeSource,124,140,10O.50,WH-ADE,05 Jan 2021,Low Stock
SKU-504828,Product,Unknown,Prime Source,573,79,579.69,WH-BNE,2024-12-06,In Stock
SKU-504829,Product 4830,Home,Nova Wholesale,786,17,1425.32,unknown,23/04/2023,N/A
SKU-504830,Product 4831,Office,,200,117,2302.78,WH-BNE,2023/04/02,In Stock
SKU-504831,,Office,PrimeSource,645,141,AUD 500,WH-SYD,24/05/2021,In Stock
SKU-504832,Product,Software,unknown,574,110,"1.299,50",WH-MEL,28.12.2024,In Stock
SKU-504833,Product 4834,accessory,Apex Supply,999999,50 units,AUD 500,wh-per ,09 Jan 2021,In Stock
SKU-504834,Product 4835,accessory,Prime Source,0.5,91,1644.49,WH-BNE,2025-09-13,In Stock
SKU-504835,Product 4836,Software,Global Parts,533,91,1393.62,N/A,24 May 2023,In Stock
SKU-504836,Product 4837,Home,,-1,128,-250,WH-PER,16 May 2024,LOW STOCK 
SKU-504837,Product 4838,electronics,Apex Supply,37,142,2246.78,WH-PER,?,unknown
SKU-504838,Product 4839,accessory,Vertex Trading,505,"1,000",1961.25,WH-MEL,2025/06/19,In Stock
SKU 504839,Unknown Item,N/A,Global Parts,373,NaN,AUD 500,WH-MEL,2025-01-08,
SKU-504840,123456,Office,PrimeSource,625,75,-250,wh-per ,08/10/2022,In Stock
SKU-504841,Product 4842,Office,Metro Goods,423,116,565.88,WH-SYD,2026/02/13,In Stock
12345,Product 4843,Office,Metro Goods,864,149,2063.54,WH-BNE,10/03/2025,In Stock
,Product 4844,ELECTRONICS ,Vertex Trading,656,102,797.66,WH-MEL,2022/09/22,outofstock
SKU-504844,Product 4845,Home,Global Parts,238,71,-250,WH-BNE,2022-07-11,In Stock
SKU-504845,???,accessory,Apex Supply,1O0,132,FREE,WH-SYD,05-25-2024,In Stock
SKU-504846,Product 4847,Office,Vertex Trading,0.5,1O,1330.49,N/A,28.12.2023,In Stock
SKU-504847,Product 4848,Office,PrimeSource,-1,37,902.33,WH-MEL,2026-13-44,In Stock
SKU-504848,Product 4849,Home,PrimeSource,471,16,1543.27,SYD,21.12.2025,In Stock
SKU-504849,Product 4850,Home,123,366,87,USD 120,WH-SYD,17/10/2023,In Stock
SKU-504850,Product 4851,,Apex Supply,500 units,119,1844.94,WH-PER,05-24-2022,in stock
